genus	Adenoma10.2757.S10.L001	Adenoma11.2775.S11.L001	Adenoma1.2065.S1.L001	Adenoma12.2799.S12.L001	Adenoma13.2803.S13.L001	Adenoma14.2817.S14.L001	Adenoma15.2847.S15.L001	Adenoma16.2873.S16.L001	Adenoma17.2937.S17.L001	Adenoma18.2967.S18.L001	Adenoma19.2971.S19.L001	Adenoma20.2995.S20.L001	Adenoma21.3129.S21.L001	Adenoma2.2113.S2.L001	Adenoma22.3133.S22.L001	Adenoma23.3141.S23.L001	Adenoma24.3217.S24.L001	Adenoma25.3273.S25.L001	Adenoma26.3373.S26.L001	Adenoma27.3379.S27.L001	Adenoma28.3391.S28.L001	Adenoma29.3399.S29.L001	Adenoma30.3509.S30.L001	Adenoma3.2123.S3.L001	Adenoma4.2143.S4.L001	Adenoma5.2243.S5.L001	Adenoma6.2453.S6.L001	Adenoma7.2475.S7.L001	Adenoma8.2555.S8.L001	Adenoma9.2717.S9.L001	Cancer10.2567.S70.L001	Cancer11.2573.S71.L001	Cancer12.2575.S72.L001	Cancer1.2355.S61.L001	Cancer13.2579.S73.L001	Cancer14.2611.S74.L001	Cancer15.2613.S75.L001	Cancer16.2619.S76.L001	Cancer17.2625.S77.L001	Cancer18.2629.S78.L001	Cancer19.2633.S79.L001	Cancer20.2667.S80.L001	Cancer21.2671.S81.L001	Cancer22.2703.S82.L001	Cancer2.2455.S62.L001	Cancer23.2705.S83.L001	Cancer24.2727.S84.L001	Cancer25.2735.S85.L001	Cancer26.2763.S86.L001	Cancer27.2771.S87.L001	Cancer28.2777.S88.L001	Cancer29.2801.S89.L001	Cancer30.2863.S90.L001	Cancer3.2513.S63.L001	Cancer4.2521.S64.L001	Cancer5.2523.S65.L001	Cancer6.2535.S66.L001	Cancer7.2537.S67.L001	Cancer8.2543.S68.L001	Cancer9.2547.S69.L001	Healthy10.3087.S40.L001	Healthy11.3123.S41.L001	Healthy1.2027.S31.L001	Healthy12.3211.S42.L001	Healthy13.3241.S43.L001	Healthy14.3245.S44.L001	Healthy15.3247.S45.L001	Healthy16.3251.S46.L001	Healthy17.3257.S47.L001	Healthy18.3293.S48.L001	Healthy19.3339.S49.L001	Healthy20.3341.S50.L001	Healthy21.3347.S51.L001	Healthy22.3363.S52.L001	Healthy2.2779.S32.L001	Healthy23.3367.S53.L001	Healthy24.3403.S54.L001	Healthy25.3405.S55.L001	Healthy26.3407.S56.L001	Healthy27.3439.S57.L001	Healthy28.3499.S58.L001	Healthy29.3529.S59.L001	Healthy30.3291.66.S60.L001	Healthy3.3021.S33.L001	Healthy4.3023.S34.L001	Healthy5.3043.S35.L001	Healthy6.3061.S36.L001	Healthy7.3063.S37.L001	Healthy8.3073.S38.L001	Healthy9.3075.S39.L001
Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium	1435	757	158	31	57	1866	564	1194	282	5	156	94	134	323	1798	203	1159	340	710	3070	1235	376	34	2361	391	644	100	646	991	561	276	369	354	211	2043	1803	454	1043	1364	1254	813	1583	67	1076	1250	127	1151	519	7	173	1060	630	1039	1511	140	1053	763	1	340	87	276	584	1346	262	533	739	820	72	410	908	2038	515	1118	1477	1483	172	2556	71	1432	555	142	565	2536	1097	1335	2973	97	1021	530	473
Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Flavonifractor	28	3	30	44	2	0	0	0	2	0	15	72	38	8	4	1	0	9	6	3	9	15	20	5	23	3	15	3	1	10	9	209	3	3	19	15	2	53	10	15	2	6	52	158	10	81	6	2	0	1	40	1	2	2	19	23	9	1	25	3	8	3	21	4	25	81	8	12	26	12	7	16	5	4	13	9	16	4	42	13	44	7	20	4	4	63	33	80	106	47
Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Hydrogenoanaerobacterium	0	0	3	0	0	6	0	0	0	1	6	0	0	0	1	0	0	2	2	0	4	0	0	0	0	1	0	0	0	2	11	0	0	0	0	2	2	0	8	1	0	2	1	0	1	0	2	0	0	1	1	0	1	0	1	1	9	0	0	3	0	0	1	0	0	4	4	0	13	0	0	1	0	0	2	3	0	0	0	0	5	3	0	0	0	5	0	0	0	0
Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Incertae_sedis	0	35	167	16	88	1	0	20	0	3	69	193	37	62	30	6	10	133	6	50	81	79	24	19	4	27	0	41	62	38	50	62	39	24	10	51	51	64	43	33	2	22	50	32	64	1	48	0	0	20	30	10	155	37	123	33	125	0	147	18	16	0	81	78	27	69	56	0	144	36	108	40	7	30	20	105	39	52	2	68	300	93	47	150	98	64	7	22	154	36
Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Oscillibacter	9	84	2136	29	480	117	14	38	7	2	447	421	132	64	545	38	11	814	364	28	355	195	29	9	2	801	5	130	11	193	2119	191	125	1235	30	362	287	20	67	300	8	731	424	98	706	7	280	2	6	9	214	8	598	54	518	86	701	2	106	152	48	1	990	11	175	360	247	3	508	781	356	461	18	57	477	2282	458	15	41	1532	947	453	53	83	127	1347	105	18	476	140
Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Papillibacter	1	1	14	0	3	0	0	0	0	0	3	0	0	12	0	0	0	14	10	1	10	0	0	0	5	3	0	0	0	8	0	0	0	2	0	0	3	0	2	10	0	3	15	0	3	0	3	0	0	0	2	0	2	0	9	0	4	0	0	1	0	0	0	0	0	5	3	0	4	2	0	1	0	1	0	8	0	0	0	0	5	3	0	0	0	15	0	0	0	2
Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Pseudoflavonifractor	18	2	8	12	1	0	1	0	4	17	6	62	24	9	4	4	3	5	7	0	12	7	0	2	1	5	4	2	5	11	13	8	1	3	15	22	2	25	6	15	10	16	34	35	61	0	5	0	0	4	47	1	1	4	85	18	7	0	2	4	29	0	11	3	72	13	3	17	103	10	9	49	10	0	5	17	8	1	5	8	4	3	1	9	11	56	36	0	71	54
Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus	2402	3802	1285	1786	1214	1495	1681	849	3710	2454	1063	1886	1284	4139	3184	677	902	3334	1413	1074	1773	2219	574	2638	224	592	4407	1314	3011	1175	728	2792	3707	1156	755	1786	1918	3095	2212	1147	129	2812	463	553	1537	5056	1764	3829	346	2295	1618	646	2494	1659	2079	416	602	1111	2115	5003	2666	470	1606	1708	3503	1402	1044	213	1613	1549	1322	4465	5054	844	748	1811	1396	1102	432	1761	1026	2027	1735	2135	1445	2652	649	2412	484	707
Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Sporobacter	1	27	486	36	42	5	11	7	9	9	24	45	38	41	12	5	14	104	78	8	29	13	2	1	3	24	0	6	13	49	23	8	2	46	11	32	76	11	5	34	1	41	25	15	27	0	93	0	7	6	80	0	33	9	33	8	45	0	0	19	14	1	271	0	1	39	55	0	72	24	47	97	6	0	59	119	74	4	3	13	243	163	23	6	7	77	66	1	2	31
Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Subdoligranulum	79	290	146	1174	24	15	46	14	24	3	12	147	11	21	112	54	149	16	12	80	9	149	23	12	25	24	232	117	28	70	36	609	12	58	42	1	60	59	10	88	1	19	116	37	42	66	104	2	0	54	40	6	20	11	96	35	29	8	68	62	38	1	12	59	10	160	45	0	152	9	8	15	24	56	165	28	13	7	24	118	65	29	24	54	122	75	349	318	20	197
Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_unassigned	16	36	206	236	2168	45	2	302	75	0	112	579	19	429	27	129	4	88	55	13	46	68	16	61	55	832	13	39	87	900	32	104	22	3745	4621	8	1101	4	20	156	4	467	164	29	47	7	134	4	14	5	90	4	52	99	434	4	61	2	216	468	1767	2	29	42	2	152	28	0	481	52	44	34	1	11	22	190	1054	20	59	4004	238	70	6	268	103	128	2135	15	236	26
Firmicutes_Clostridia_Clostridiales_Syntrophomonadaceae_Syntrophomonas	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes_Clostridia_Clostridiales_unassigned_unassigned	16	19	87	46	114	1006	5	293	34	68	126	12	48	81	382	7	1998	1023	707	15	457	31	8	10	20	161	73	6	57	32	133	61	36	137	10	44	46	35	53	24	1	39	34	67	41	29	253	57	4	19	30	10	38	4	501	17	274	44	20	148	668	2	225	28	11	27	661	4	43	45	1731	142	2	29	1325	126	110	33	9	18	1206	601	12	2	12	45	6	89	10	23
Firmicutes_Clostridia_Natranaerobiales_Natranaerobiaceae_Dethiobacter	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0
Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Moorella	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes_Clostridia_unassigned_unassigned_unassigned	0	0	4	0	0	0	0	0	0	0	2	0	0	0	1	0	0	181	11	0	12	0	0	0	0	2	0	0	0	26	3	0	0	4	0	1	1	0	0	6	0	7	0	1	3	0	1	0	0	0	0	0	1	0	118	0	3	0	0	0	19	0	0	0	0	17	12	0	38	7	6	0	0	1	1	37	4	1	0	0	191	25	1	0	0	4	0	0	1	0
Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Allobaculum	3	0	2	7	0	109	0	1	0	0	7	1	0	1	0	2	0	2	256	1	0	7	7	0	3	7	218	0	23	1	1	21	2	0	2	0	1	7	3	0	3	0	6	64	2	11	0	18	6	34	2	8	0	402	43	1	4	29	4	12	0	5	3	591	2	66	4	36	3	375	0	0	326	2	1	271	0	4	53	6	24	575	231	557	712	15	19	23	1	2
Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Bulleidia	0	0	0	0	0	0	553	0	0	0	1	0	0	0	0	12	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Catenibacterium	0	0	0	0	0	1	0	1	0	58	0	0	0	0	109	0	0	50	0	0	0	0	0	0	0	160	0	0	6	0	0	0	0	0	268	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	24	0	0	0	46	0	885	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2229	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0
Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Clostridium_XVIII	198	335	70	162	240	235	18	494	53	29	158	15	83	410	185	60	178	113	53	250	151	84	16	133	135	1	201	23	319	121	10	84	80	156	1	4	137	28	262	146	152	27	21	120	87	71	72	253	37	172	15	47	266	142	47	16	59	6	18	8	57	167	156	11	108	74	162	141	371	40	106	203	221	19	47	370	99	439	17	245	6	723	49	235	113	268	391	276	40	38
Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Coprobacillus	1	0	20	15	10	2	0	6	19	0	2	14	3	16	0	0	0	4	2	0	3	43	1	0	1	0	8	0	5	16	0	0	0	0	3	0	0	90	2	1	0	0	2	0	0	0	4	0	0	1	1	15	3	0	7	0	7	0	1	0	15	0	1	19	7	1	10	0	0	0	0	12	0	4	1	38	0	1	63	2	0	0	0	2	0	3	0	11	0	8
Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Erysipelothrix	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Holdemania	0	8	27	0	7	1	0	7	15	6	2	1	7	11	14	1	3	15	75	3	5	0	0	6	10	1	0	8	16	1	18	15	0	8	7	1	42	0	3	29	3	0	41	2	1	0	1	0	0	11	7	2	2	0	6	11	6	2	14	11	5	1	0	0	1	10	3	1	5	3	4	5	17	1	7	3	22	1	4	12	5	6	0	6	2	21	0	0	3	8
Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Solobacterium	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	6	0	0	0	0	0	15	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	16	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Turicibacter	22	1	50	1	36	225	0	1	27	200	110	18	10	4	1	1613	0	231	0	1	38	3	13	1	2	63	13	0	2	0	48	76	0	0	3	40	14	9	2	1	2	3	18	0	1	17	21	16	1216	12	1	13	39	8	263	3	33	0	2	5	223	20	1	0	0	21	632	0	6	0	30	0	0	10	60	0	0	0	0	0	25	28	65	43	263	155	4	1	1	1
Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Firmicutes_Incertae_sedis_Incertae_sedis_Incertae_sedis_Incertae_sedis	0	1	26	0	45	1	0	0	1	0	5	0	0	24	2	0	1	12	16	0	15	0	1	1	0	6	0	1	6	18	0	3	0	12	0	0	11	0	4	20	3	0	8	0	12	0	4	0	0	0	0	0	1	0	8	3	0	0	0	4	0	2	0	0	0	0	1	0	8	9	1	0	0	0	2	15	6	0	0	1	22	1	0	0	0	37	0	0	0	0
Firmicutes_Negativicutes_Selenomonadales_Acidaminococcaceae_Acidaminococcus	0	0	0	1	0	0	0	0	28	0	0	1	0	19	0	0	0	0	11	1	85	0	2	0	0	364	16	0	0	0	0	0	0	1	114	0	0	0	0	117	3	0	0	0	0	0	0	0	0	0	0	0	0	12	60	0	0	0	86	0	1	0	0	0	0	0	0	0	591	1	0	0	3	0	0	0	0	0	449	0	1	0	0	60	0	0	0	0	0	2542
Firmicutes_Negativicutes_Selenomonadales_Acidaminococcaceae_Phascolarctobacterium	1	454	3	164	9	1	24	3	1	34	35	26	81	0	83	1950	2	2046	0	880	1912	519	11	316	74	881	2	1	8	17	838	1183	6	796	961	1419	369	1611	3	2576	799	1393	1	2099	98	0	1013	8	1	11	2290	5	388	189	53	2190	460	3	2	0	3	2	0	12	0	1240	35	1	118	737	1224	196	279	19	0	201	22	66	0	78	726	80	385	2	8	2234	1372	47	3016	2
Firmicutes_Negativicutes_Selenomonadales_Acidaminococcaceae_Succiniclasticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	305	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Allisonella	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	38	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Anaeroglobus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Anaerosinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	59	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	10	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Dendrosporobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Dialister	656	1	785	4	0	2363	45	5	333	1	1	0	1	88	0	1	1	1	0	0	0	1	385	2	1	1	313	3634	312	1	178	0	0	0	0	7	30	0	271	0	7	0	774	0	0	3	2	1	2	1	1	1082	0	0	0	0	0	0	386	62	821	2	287	549	1259	4	2	111	2	2	1	0	0	522	1	3	1	0	571	0	3	1	5	619	195	0	0	1	1	823
Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Megamonas	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Megasphaera	0	0	1	1	0	0	0	4	2390	0	0	2	1	0	0	1	4	0	1	1	889	0	0	0	70	0	0	0	1286	0	0	0	0	1	0	0	0	0	0	3	13	0	0	1	0	0	218	2	0	0	0	0	0	583	0	0	1	0	1225	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	692	0	0	0	2	0	0	0	0	0	0	0
Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Selenomonas	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	4	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Veillonella	828	23	8	56	1	70	4	454	13	1	6	0	1	1	5	119	485	4	10	138	2	1	15	10	47	0	5	697	4	8	41	1	1478	193	4	4	1	111	3	692	8056	4	3	4	32	5	35	8	180	1	8	4	8	11	4	2	27	0	6	0	25	579	93	0	55	10	74	58	17	0	51	2	4	97	443	4	13	0	0	41	9	4	367	12	5	280	1	0	0	1
Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_unassigned	2	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	200	0	0	1	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes_unassigned_unassigned_unassigned_unassigned	0	1	50	0	20	6	0	0	1	0	18	0	0	97	63	1	98	119	171	166	41	0	0	1	0	47	0	0	39	182	23	1	62	172	110	40	139	0	0	2	0	0	15	0	145	0	22	1	3	0	1	0	96	134	34	0	45	0	0	11	55	0	9	148	0	1	120	0	9	56	101	166	3	5	53	151	117	0	0	236	145	93	54	93	19	35	1	0	0	47
Fusobacteria_Fusobacteria_Fusobacteriales_Fusobacteriaceae_Clostridium_XIX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacteria_Fusobacteria_Fusobacteriales_Fusobacteriaceae_Fusobacterium	0	0	0	0	0	0	0	29	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	4	3	3	6	10	4	7	2	402	40	0	0	59	8953	2	503	3	9	1	3	62	0	1	0	0	1	16	6	1	2	14058	13	23	0	0	2	0	1	1	2	0	0	0	0	0	44	2	0	0	0	7	1	0	0	0	0	0	0	0	381	1	0	0
Fusobacteria_Fusobacteria_Fusobacteriales_Leptotrichiaceae_Leptotrichia	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Lentisphaerae_Lentisphaeria_Victivallales_Victivallaceae_Victivallis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Planctomycetes_Planctomycetacia_Planctomycetales_Planctomycetaceae_Gemmata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria_Alphaproteobacteria_Kiloniellales_Kiloniellaceae_Kiloniella	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	11	0	14	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	10	0	0	0	14	77	0	0	153	0	5	35	63	0	0	0	0	594	0
Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_Gemmiger	18	520	6	1	1013	17	81	34	0	5	92	1	81	125	89	209	29	1031	177	0	494	14	99	188	394	77	0	405	60	24	522	306	3	58	83	42	102	313	153	115	0	319	23	204	1	2	436	0	1	1	46	1	128	108	221	0	235	0	493	21	208	14	373	1	44	232	252	2	4	48	65	65	413	434	276	64	404	17	0	334	245	313	199	429	467	0	0	26	1269	130
Proteobacteria_Alphaproteobacteria_Rhizobiales_Methylobacteriaceae_Methylobacterium	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Paracoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Rhodobacter	0	6	3	0	5	0	0	0	0	47	0	0	0	0	0	0	0	3	0	0	0	0	25	0	0	0	5	0	0	0	0	2	0	10	13	0	0	0	0	2	0	0	0	0	12	0	0	64	0	0	0	0	2	0	0	0	3	0	1	0	0	0	0	15	0	0	0	0	1	0	39	0	0	0	0	0	81	131	0	0	0	0	0	0	0	0	0	79	0	0
Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Fodinicurvata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria_Alphaproteobacteria_unassigned_unassigned_unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	15	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
