OTU	Adenoma1.2065.S1.L001	Adenoma10.2757.S10.L001	Adenoma11.2775.S11.L001	Adenoma12.2799.S12.L001	Adenoma13.2803.S13.L001	Adenoma14.2817.S14.L001	Adenoma15.2847.S15.L001	Adenoma16.2873.S16.L001	Adenoma17.2937.S17.L001	Adenoma18.2967.S18.L001	Adenoma19.2971.S19.L001	Adenoma2.2113.S2.L001	Adenoma20.2995.S20.L001	Adenoma21.3129.S21.L001	Adenoma22.3133.S22.L001	Adenoma23.3141.S23.L001	Adenoma24.3217.S24.L001	Adenoma25.3273.S25.L001	Adenoma26.3373.S26.L001	Adenoma27.3379.S27.L001	Adenoma28.3391.S28.L001	Adenoma29.3399.S29.L001	Adenoma3.2123.S3.L001	Adenoma30.3509.S30.L001	Adenoma4.2143.S4.L001	Adenoma5.2243.S5.L001	Adenoma6.2453.S6.L001	Adenoma7.2475.S7.L001	Adenoma8.2555.S8.L001	Adenoma9.2717.S9.L001	Cancer1.2355.S61.L001	Cancer10.2567.S70.L001	Cancer11.2573.S71.L001	Cancer12.2575.S72.L001	Cancer13.2579.S73.L001	Cancer14.2611.S74.L001	Cancer15.2613.S75.L001	Cancer16.2619.S76.L001	Cancer17.2625.S77.L001	Cancer18.2629.S78.L001	Cancer19.2633.S79.L001	Cancer2.2455.S62.L001	Cancer20.2667.S80.L001	Cancer21.2671.S81.L001	Cancer22.2703.S82.L001	Cancer23.2705.S83.L001	Cancer24.2727.S84.L001	Cancer25.2735.S85.L001	Cancer26.2763.S86.L001	Cancer27.2771.S87.L001	Cancer28.2777.S88.L001	Cancer29.2801.S89.L001	Cancer3.2513.S63.L001	Cancer30.2863.S90.L001	Cancer4.2521.S64.L001	Cancer5.2523.S65.L001	Cancer6.2535.S66.L001	Cancer7.2537.S67.L001	Cancer8.2543.S68.L001	Cancer9.2547.S69.L001	Healthy1.2027.S31.L001	Healthy10.3087.S40.L001	Healthy11.3123.S41.L001	Healthy12.3211.S42.L001	Healthy13.3241.S43.L001	Healthy14.3245.S44.L001	Healthy15.3247.S45.L001	Healthy16.3251.S46.L001	Healthy17.3257.S47.L001	Healthy18.3293.S48.L001	Healthy19.3339.S49.L001	Healthy2.2779.S32.L001	Healthy20.3341.S50.L001	Healthy21.3347.S51.L001	Healthy22.3363.S52.L001	Healthy23.3367.S53.L001	Healthy24.3403.S54.L001	Healthy25.3405.S55.L001	Healthy26.3407.S56.L001	Healthy27.3439.S57.L001	Healthy28.3499.S58.L001	Healthy29.3529.S59.L001	Healthy3.3021.S33.L001	Healthy30.3291.66.S60.L001	Healthy4.3023.S34.L001	Healthy5.3043.S35.L001	Healthy6.3061.S36.L001	Healthy7.3063.S37.L001	Healthy8.3073.S38.L001	Healthy9.3075.S39.L001
otu311	0	89	37	222	7	6	23	12	29	89	5	26	6	116	14	7	12	2	4	28	3	16	43	61	37	0	33	14	21	14	6	18	42	32	9	4	8	11	18	8	41	12	0	6	0	28	44	62	50	27	0	44	86	5	32	3	1	18	48	213	3	2	9	28	0	20	7	6	8	2	9	7	1	102	3	5	47	8	1	4	13	4	33	7	85	11	2	39	4	14
otu312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	726	0	0	0	0	0	0
otu313	0	0	0	0	1	386	1	0	0	0	0	2	0	74	0	1	1	0	13	794	57	1	0	2	0	522	2	0	0	0	0	418	1	1	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	7	0	0	0	0	93	0	0	0	1	0	0	1	0	201	1035	0	1	3	0	0	0	0	0	335	1	1	0	2	787	0	0	0	1
otu314	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	82	0	1	0	21	0	1	0	0	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0
otu315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu316	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	305	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
otu318	1	25	4	0	0	6	1	1	0	1	1	0	101	0	30	0	80	15	165	248	9	116	0	1	0	68	1	304	0	16	2	30	0	0	0	17	0	0	40	20	0	0	6	0	0	4	196	1	0	14	1	0	672	375	617	0	20	0	6	0	18	0	202	0	0	3	26	0	4	1	4	158	0	1	0	4	0	0	0	0	54	2	4	0	507	0	0	0	61	16
otu319	280	0	1	1	0	0	0	1	1	0	0	0	67	171	0	1	0	0	0	118	0	61	0	3	0	0	0	0	1	2	0	0	0	41	0	0	0	103	10	0	0	0	0	31	0	0	0	0	0	38	155	0	0	0	0	79	0	1	243	111	0	0	0	0	26	218	0	0	0	0	0	0	0	1	80	0	0	14	119	0	0	0	0	41	4	0	0	0	0	252
otu320	1	0	0	0	35	0	0	0	0	0	45	12	0	0	0	0	0	0	34	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	17	0	0	0	0	22	0	5	0	0	0	0	0	0	0	0	0	4	9	0	7	0	0	0	0	0	0	0	0	0	2	0	3	28	0	0	0	0	0	22	1	0	0	0	90	22	0	0	0	0	0	0	0	0
otu321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	28	0	69	1	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	109	0	0	0	2	18	1	0	1	0	825	0	0	0	0	0	0	0	0	0
otu322	52	954	2169	1584	823	165	488	36	1676	281	582	1661	831	5	38	2695	351	85	161	176	520	585	456	199	1289	17	3	515	806	608	246	528	350	863	136	15	522	1164	283	235	55	221	696	1	125	1125	837	138	993	662	33	2855	439	38	705	700	60	323	960	46	261	80	609	2494	113	918	654	841	238	191	98	114	332	460	566	295	720	749	546	1320	95	451	490	174	932	801	311	2627	305	58
otu323	101	0	26	0	58	0	0	0	0	0	66	13	0	0	0	0	0	15	15	15	1	0	0	0	0	1	0	0	0	142	0	3	0	0	0	0	20	0	4	46	0	9	0	0	0	0	5	0	0	0	4	0	0	0	174	0	6	0	0	0	10	5	0	0	0	5	1	0	9	6	0	0	2	0	0	27	1	0	0	0	0	7	0	0	0	15	0	0	0	0
otu324	2	2	0	2	11	2	2	0	6	0	0	3	10	0	0	0	2	1	2	158	0	1	0	4	1	1	17	0	13	8	0	0	53	0	2	0	2	22	4	0	0	4	2	5	6	0	2	0	0	11	0	15	0	0	85	4	5	0	16	150	0	3	0	2	7	3	1	9	4	0	6	2	0	0	38	0	2	0	0	6	6	0	0	3	80	7	0	0	35	27
otu325	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	7	84	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
otu326	0	0	0	0	0	0	2	0	0	0	0	14	6	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	6	0	0	0	0	15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	2	0	0	5	92	0	0	0	0	0	0	20	0	0	16	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0
otu327	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	5	0	0	9	0	0	2	0	0	0	0	1	0	0	68	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	3	0	0	0	26	0	0	57	1	0	0	0	0	30	0	0	0	0
otu328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu330	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	10	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	4	7	133	0	7	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu331	1910	0	10	0	475	79	14	37	1	1	193	4	1	13	159	14	2	620	325	0	41	173	3	0	0	486	0	107	2	58	729	1642	3	118	0	68	124	0	28	102	0	648	222	381	0	0	20	2	0	1	116	6	2	384	399	0	145	1	45	105	214	0	0	0	146	120	104	0	401	464	249	297	356	3	7	1878	389	7	31	1089	667	315	68	35	25	1011	61	1	0	89
otu332	0	2	12	128	1	0	0	0	5	9	1	1	7	81	1	2	1	0	0	6	0	1	11	0	0	0	0	0	11	1	0	4	4	1	2	0	1	0	1	0	1	2	1	2	0	0	7	13	4	3	0	1	15	0	0	1	0	0	12	1	0	0	0	3	0	2	0	4	0	0	0	1	0	28	0	0	64	6	0	0	0	0	0	1	19	5	0	10	0	0
otu333	15	0	3	24	6	0	0	0	3	1	16	26	21	0	0	0	0	2	0	14	0	0	10	4	0	0	0	1	0	1	0	8	0	19	16	4	0	0	0	114	0	59	1	1	4	0	0	0	0	1	45	0	1	0	122	0	26	1	5	1	0	4	0	13	14	20	0	0	22	0	1	1	0	0	0	15	0	89	0	3	0	0	2	0	2	31	0	10	43	20
otu334	12	0	28	25	10	0	6	0	3	0	12	9	30	3	3	0	0	60	14	10	10	5	9	30	0	1	69	0	1	3	5	18	0	0	0	0	66	123	29	8	0	0	5	62	31	0	5	0	0	30	5	0	2	0	2	0	5	0	0	72	90	9	0	3	3	151	8	0	22	0	47	0	0	0	3	0	1	2	26	19	4	8	0	1	3	1	48	45	16	11
otu335	55	0	0	0	0	1	0	19	0	0	2	5	3	10	0	0	0	2	0	48	59	79	3	23	0	22	0	37	59	7	12	12	35	1	1	3	0	0	40	30	0	4	13	2	31	0	44	0	0	0	7	0	3	100	82	10	7	0	145	10	12	15	0	0	19	21	3	0	0	12	8	8	6	1	28	15	2	0	2	4	28	42	8	33	8	34	1	21	65	0
otu336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu337	11	2	62	1	8	20	21	0	0	72	5	4	0	1	14	34	7	65	6	7	21	7	0	0	1	115	0	3	100	4	7	37	0	0	0	94	2	192	51	2	0	194	146	0	18	0	55	16	0	0	124	2	644	45	63	2	17	9	0	0	0	105	66	0	1	0	35	0	1	14	96	2	57	71	2	77	201	12	0	3	0	42	35	166	0	35	4	33	2	4
otu338	13	0	21	3	1	0	0	2	15	7	1	0	13	15	1	1	0	0	1	2	1	4	0	0	1	3	0	0	12	11	0	2	15	10	6	0	6	6	11	2	0	4	0	3	10	0	1	1	0	7	1	2	0	22	70	12	7	2	26	8	1	3	0	7	32	11	0	1	32	3	2	2	15	0	3	0	0	2	1	1	1	9	0	5	0	7	12	5	0	33
otu339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu340	90	0	0	8	0	0	0	1	3	0	30	61	8	7	1	0	0	6	3	7	9	4	0	2	1	5	6	1	4	8	13	5	96	0	2	0	50	1	5	6	0	1	5	41	5	3	1	2	2	2	11	0	3	1	20	4	14	2	5	18	21	3	1	3	1	34	4	0	1	0	3	8	2	0	0	14	1	1	0	8	2	12	0	2	0	6	39	0	1	8
otu341	15	0	0	0	11	0	0	0	0	0	0	1	0	0	5	3	2	7	36	3	4	0	0	0	0	12	0	0	6	4	14	4	0	0	0	6	63	0	0	1	0	4	9	0	0	0	62	0	0	0	20	0	0	9	5	0	28	0	0	0	53	0	0	0	0	0	10	0	17	14	24	39	73	1	0	58	27	1	0	0	178	144	0	9	0	16	3	0	0	0
otu342	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	106	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	1	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	119	0	5	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu344	346	656	1070	3	1411	501	906	371	1	2325	575	1151	1035	498	516	457	380	71	104	1	432	1032	216	7	955	177	3	870	623	287	237	117	38	497	379	64	888	303	205	105	3	173	335	0	336	943	216	230	2	721	78	318	361	130	548	575	306	575	2	2	191	285	620	731	49	407	490	2	808	334	144	154	251	619	522	125	552	1031	426	864	218	716	663	131	547	1	0	5	243	274
otu345	0	12	0	0	3	0	0	0	8	0	0	2	0	0	0	3	0	0	0	0	0	3	0	0	0	1	0	0	22	1	0	1	0	0	0	0	0	0	3	0	0	65	0	0	1	0	0	0	0	0	0	0	4	0	1	0	2	0	0	0	2	0	0	0	0	8	0	0	5	2	0	0	0	0	0	1	0	0	0	0	0	2	0	2	0	5	0	0	0	0
otu346	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0
otu347	0	1	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1201	0	0	7	1	0	1	807	0	0	0	0	0	1254	0	0	0	7415	627	0	0	364	1	1228	1	0	0	0	3	0	13	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	251	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0
otu348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	100	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu349	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	362	60	0	8	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	4	0	0	8	0	0	0	0	1	194	0	0	0	0	111	12	0	0	0	16	0	0	0	0
otu350	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	181	5	0	12	0	0	0	0	0	0	0	0	12	3	2	0	0	0	0	1	0	0	6	0	3	7	0	0	0	0	0	0	0	0	0	0	1	118	0	3	0	0	0	0	19	0	0	0	17	11	0	38	7	6	0	0	0	0	34	4	1	0	0	191	24	0	0	0	0	0	0	0	0
otu351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu352	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	32	0	0	0	0	3	0	0	0	0	6	0	0	0	0	0	3	0	0	4	0	0	0	1	0	0	1	0	0	0	0	0	0	1	9	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	27	0	0	0	0	76	0	0	0	0
otu353	23	2	7	22	77	3	0	1	0	62	0	43	11	0	9	20	0	42	16	13	19	0	1	17	3	4	1	0	76	0	2	5	0	22	69	10	9	34	61	30	0	8	24	32	14	0	14	1	0	74	40	1	4	60	32	10	4	2	0	1	1	15	0	61	0	68	4	0	17	36	31	14	23	6	5	1	0	2	0	0	1	34	15	4	4	31	1	69	15	36
otu354	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
otu355	0	0	0	0	0	172	0	0	0	0	0	0	0	1	3	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	265	0	0	0	0	0	0	0	0	40	0	0	0	3	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0
otu356	312	0	0	0	0	246	2	7	0	0	0	5	0	0	75	1	13	328	170	0	0	0	0	0	0	62	0	0	0	14	68	231	3	0	0	124	0	0	5	0	0	30	3	0	0	0	22	0	1	1	0	0	7	0	60	0	0	0	0	1	0	101	1	0	0	1	210	0	97	26	150	0	98	0	2	60	0	0	0	637	2	16	0	0	9	50	0	0	0	0
otu357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	150	0	0	0	0
otu358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
otu359	0	0	0	0	197	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
otu360	8	8	6	7	6	5	0	0	0	0	0	11	1	30	22	5	1	1	53	47	2	10	5	0	3	8	5	2	3	78	48	2	1	1	1	51	24	3	1	1	1	88	36	0	3	1	3	0	1	0	0	1	108	20	45	0	10	1	2	0	38	11	1	1	5	0	1	0	4	41	37	448	2	3	0	9	0	20	1	118	9	14	3	12	16	79	1	0	2	0
otu361	59	193	321	1	207	222	0	475	0	29	157	377	0	77	183	1	174	113	51	234	145	0	114	1	0	1	0	23	307	0	151	10	0	58	1	3	137	0	262	126	0	83	27	0	119	1	70	246	0	145	0	1	119	266	2	1	58	0	0	0	130	53	165	0	1	49	121	0	339	40	105	31	199	221	6	243	84	421	0	220	2	712	193	48	67	245	0	0	0	0
otu362	72	94	161	84	100	65	9	117	38	22	20	82	1	75	48	59	47	52	22	126	73	46	450	2	337	36	0	157	69	254	58	19	0	390	94	114	37	118	70	43	0	139	66	0	25	130	147	1	0	31	247	133	122	55	24	76	21	6	0	7	408	70	0	90	21	11	137	0	1	24	36	181	22	102	36	15	234	152	242	103	45	3	97	49	39	176	7	119	1	1
otu363	8	0	2	0	0	2	0	0	0	0	22	0	0	2	17	0	0	2	0	0	1	0	0	0	0	11	0	0	0	9	3	60	0	0	0	40	13	0	0	7	0	8	17	0	0	0	0	0	0	0	3	0	0	2	0	0	21	0	0	0	0	0	0	0	0	12	3	0	3	15	0	7	0	0	0	30	2	0	0	99	3	2	0	0	1	3	0	0	0	0
otu364	40	10	26	0	54	15	116	34	30	11	30	41	33	40	31	29	2	38	13	113	38	182	71	1	138	9	48	81	15	20	30	111	1	17	12	3	16	0	4	22	0	10	32	7	3	0	29	0	0	10	4	0	18	44	35	0	7	0	1	58	11	7	0	0	6	37	6	0	38	5	42	13	38	33	5	29	43	24	34	41	42	25	54	9	29	24	0	0	28	18
otu365	0	0	0	0	66	0	0	3	29	0	0	9	0	0	0	0	1	0	20	17	16	0	0	0	83	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	11	0	0	16	0	0	0	0	0	6	0	0	0	0	0	5	0	3	0	0	0	0	0	0	27	0	0	0	0	0	0	0
otu366	5	0	0	0	4	0	0	0	0	0	5	0	0	0	0	0	0	12	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0	0	0	0	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	25	0	0	0	0	120	0	0	0	0	0	0	1	0	0
otu367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu368	0	0	1	0	2	0	0	0	0	0	6	95	0	0	63	0	98	91	85	153	39	0	0	0	0	43	0	0	39	173	167	22	1	62	110	40	127	0	0	0	0	144	0	14	0	0	22	1	3	0	0	0	134	92	25	0	42	0	0	11	0	50	0	148	0	1	111	0	8	54	99	24	165	3	5	38	106	0	0	236	134	89	93	53	19	14	0	0	0	47
otu369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu370	0	0	0	0	0	1	2	1	1	0	1	8	0	2	0	1	4	8	0	0	7	13	0	0	0	1	0	0	1	6	0	2	0	2	0	28	2	0	11	2	1	10	104	0	1	0	1	0	0	0	23	0	0	6	5	0	3	0	1	0	44	7	0	0	0	1	0	0	1	1	4	0	2	0	0	10	4	0	0	4	0	0	3	12	3	1	0	0	1	0
otu371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	12	0	0	0	0	0	15	0	0	0	0	0	0	0	0
otu372	3	56	49	320	16	4	41	9	74	105	15	24	17	157	16	43	31	5	1	51	9	26	45	51	36	0	57	22	64	19	3	26	50	77	38	4	2	22	11	9	84	16	1	3	4	31	91	69	106	52	0	45	96	10	67	6	1	24	39	217	4	6	19	60	0	31	2	14	4	1	19	12	3	108	8	3	123	29	2	11	13	2	75	21	81	12	4	114	6	22
otu373	5	0	0	0	4	0	0	0	0	0	0	66	0	0	5	0	0	9	5	0	0	0	0	0	0	0	0	0	0	21	11	0	0	0	0	0	0	0	0	12	0	0	0	21	0	0	0	0	0	0	0	0	0	4	3	0	1	0	0	0	0	1	0	0	0	0	23	0	0	0	0	0	0	0	0	0	14	0	0	0	23	0	0	0	3	0	0	0	0	0
otu374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu375	16	1	0	0	30	16	0	0	0	0	14	0	0	0	0	0	1	100	0	9	19	0	0	0	24	10	0	0	20	0	0	5	0	46	0	0	0	0	59	0	1	0	0	7	0	0	0	0	1	109	23	12	0	0	0	0	0	0	6	0	9	3	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	88	6	0	0	0	0	0	1	0	0
otu376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	528	0	0	0	35	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu377	0	0	0	0	1	0	0	0	0	0	55	8	0	0	1	0	0	131	11	0	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	1	18	0	0	0	0	0	0	12	0	0	0	0	0	0	1	9	0	5	0	0	0	80	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1	0	1	0	0	102	50	0	12	0	0	0	0	0	0
otu378	40	13	16	0	8	0	0	20	7	0	2	6	0	0	2	1	5	13	2	52	5	17	0	0	33	16	0	0	6	0	15	4	0	12	1	6	1	0	7	1	0	11	7	1	8	0	8	0	0	0	13	0	0	3	18	0	1	0	0	0	0	12	0	0	6	3	16	0	1	1	18	113	5	1	0	17	12	26	0	28	6	10	16	13	15	16	0	0	9	0
